IDENT.Ident347;"Y";"";"Is the corporation subject to the reporting requirements of the U.S. Securities and Exchange Commission?"
IDENT.Ident317;"1";"";"If the corporation is exempt from tax under section 149 (NPO), tick one of the following boxes:"
IDENT.Ident183;"Y";"";"Line 010 – Has this address changed since the last time we were notified?"
IDENT.Ident184;"hellow";"";"Address (line 1) – Head office"
IDENT.Ident185;"asd";"";"Address (line 2) – Head office"
IDENT.Ident186;"dude";"";"City – Head office"
IDENT.Ident187;"QC";"";"Province – Head office"
IDENT.Ident188;"CA";"";"Line 017 – Address of head office – Country (other than Canada)"
IDENT.Ident189;"J0J 1W0";"";"Postal Code – Head office"
IDENT.Ident190;"12541";"";"Zip Code – Head office"
IDENT.Ident193;"Y";"";"Mailing address – Use address of preparer"
IDENT.Ident194;"Y";"";"Line 020 – Mailing address (if different from head office  address) – Has this address changed since the last time we were notified?"
IDENT.Ident195;"asd";"";"Line 021 – Mailing address – C/O"
IDENT.Ident196;"asd";"";"Line 022 – Mailing address – Address – line 1"
IDENT.Ident197;"asd";"";"Line 023 – Mailing address – Address – line 2"
IDENT.Ident198;"asd";"";"Line 025 – Mailing address – City"
IDENT.Ident199;"QC";"";"Line 026 – Mailing address – Province, territory, or state"
IDENT.Ident200;"CA";"";"Line 027 – Mailing address – Country (other than Canada)"
IDENT.Ident201;"Q1Q 1Q1";"";"Line 028 – Mailing address – Postal Code"
IDENT.Ident202;"12345";"";"Mailing address – Zip Code or Foreign postal code"
IDENT.Ident336;"Y";"";"Location of books and records – Use address of preparer"
IDENT.Ident337;"Y";"";"Location of books and records – Use address of head office"
IDENT.Ident338;"Y";"";"Line 030 – Has the location of books and records changed since the last time we were notified? (if different from head office address)"
IDENT.Ident204;"asdas";"";"Line 031 – Location of books and records – Address – line 1"
IDENT.Ident205;"asdasd";"";"Line 032 – Location of books and records – Address – line 2"
IDENT.Ident206;"asdasd";"";"Line 035 – Location of books and records – City"
IDENT.Ident207;"BC";"";"Line 036 – Location of books and records – Province, territory, or state"
IDENT.Ident208;"AO";"";"Line 037 – Location of books and records – Country (other than Canada)"
IDENT.Ident209;"Q1Q 1Q1";"";"Line 038 – Location of books and records – Postal Code"
IDENT.Ident210;"112454";"";"Line 038 – Location of books and records – Zip Code or Foreign postal code"
IDENT.Ident417;"Y";"";"Line 270 – Did the corporation use the International Financial Reporting Standards (IFRS) when it prepared its financial statements?"
IDENT.Ident250;"Y";"";"Line 280 – Is the corporation inactive?"
IDENT.Ident422;"111211";"";"What is the corporation's main revenue-generating business activity?"
IDENT.Ident254;"asd";"";"Line 284 – Specify the principal product(s) mined, manufactured, sold, constructed, or services provided"
IDENT.Ident257;"0,12000";"";"Line 285 – Give approximate percentage of the total revenue that product or service at line 284 represents."
IDENT.Ident255;"12";"";"Line 286 – Specify the principal product(s) mined, manufactured, sold, constructed, or services provided"
IDENT.Ident258;"0,02000";"";"Line 287 – Give approximate percentage of the total revenue that product or service at line 286 represents."
IDENT.Ident256;"qqweww";"";"Line 288 – Specify the principal product(s) mined, manufactured, sold, constructed, or services provided"
IDENT.Ident259;"0,01000";"";"Line 289 – Give approximate percentage of the total revenue that product or service at line 288 represents."
IDENT.Ident302;"Y";"";"Line 291 – Did the corporation immigrate to Canada during the tax year?"
IDENT.Ident303;"Y";"";"Line 292 – Did the corporation emigrate from Canada during the tax year?"
IDENT.Ident402;"Y";"";"Line 293 – Do you want to be considered as a quarterly instalment remitter if you are eligible?"
IDENT.Ident404;"Y";"";"Line 295 – If the corporation's major business activity is construction, did you have any subcontractors during the tax year?"
IDENT.Ident41;"1";"";"Manitoba – Instalment paid – MCT1"
IDENT.Ident333;"1";"";"Saskatchewan – Instalment paid – SCT1 and SCT B1"
IDENT.Ident22;"1";"";"Alberta – Instalment paid – AT1-2, line 082"
IDENT.Ident409;"2";"";"British Columbia – Instalment paid – FIN 542, line A"
IDENT.Ident414;"2";"";"Québec – Instalment paid – COZ-1179, line 81"
IDENT.Ident343;"2";"";"Prince Edward Island – Instalment paid – PE-Capital tax"
IDENT.Ident341;"1";"";"Nova Scotia – Instalment paid – NS-Capital tax"
IDENT.Ident345;"2";"";"New Brunswick – Instalment paid – NB-Capital tax"
IDENT.Ident346;"44";"";"Newfoundland and Labrador – Instalment paid – NL-Capital tax"
IDENT.Ident308;"Y";"";"Line 896 – If the corporation is a Canadian-controlled private corporation throughout the tax year, does it qualify for the one-month extension of the date the balance of tax is due?"
IDENT.Ident408;"Y";"";"Was an amount deducted under section 125 ITA in computing the corporation’s tax payable for its preceding taxation year?"
LETC.TtwletC102;"Y";"";"Does the corporation qualify for the one-month extension of the balance-due day under section 38 of the Alberta Corporate Tax Act?"
IDENT.Ident304;"Y";"";"Direct deposit request"
IDENT.Ident305;"12541";"";"Line 910 – Direct deposit request – Branch number"
IDENT.Ident306;"1254";"";"Line 914 – Direct deposit request – Institution number"
IDENT.Ident307;"125412541";"";"Line 918 – Direct deposit request – Account number"
IDENT.Ident339;"Mrs";"";"Authorized signing officer – Title"
IDENT.Ident389;"asd";"";"Authorized signing officer – Title – Other"
IDENT.Ident212;"asd";"";"Line 950 – Authorized signing officer – Last name"
IDENT.Ident213;"qweqwe";"";"Line 951 – Authorized signing officer – First name"
IDENT.Ident214;"qweqweq";"";"Line 954 – Authorized signing officer – Position, office, or rank"
IDENT.Ident310;"(456) 221-5435";"";"Line 956 – Authorised signing officer – Telephone number"
IDENT.Ident443;"4521";"";"Extension"
IDENT.Ident224;"Y";"";"Line 957 – Is the contact person the same as the authorized signing officer? "
IDENT.Ident229;"Y";"";"Is the contact person the preparer?"
IDENT.Ident309;"asdasd";"";"Line 958 – Contact person if different from authorized signing officer"
IDENT.Ident216;"(444) 444-4444";"";"Line 959 – Contact person – Telephone number"
IDENT.Ident330;"(452) 456-2542";"";"Additional information – Fax number"
IDENT.Ident228;"4887468451@asd.com";"";"Additional information – Email address"
IDENT.Ident350;"(125) 412-5425";"";"Additional information – Cellular or pager number"
IDENT.Ident351;"125412412352541255";"";"Additional information – Foreign phone number"
IDENT.Ident230;"2";"";"Line 990 – Indicate your language of correspondence of your choice."
IDENT.Ident410;"Y";"";"Disclaimer: To appear on the last page of the T2 return"
IDENT.Ident411;"Y";"";"Disclaimer: To appear on the last page of each GIFI forms"
IDENT.Ident412;"Y";"";"Disclaimer: To appear on the last page of the T661 form (Schedule 32)"
IDENT.Ident431;"Y";"";"Was this return prepared by a tax preparer for a fee? (T2 line 920)"
IDENT.Ident352;"a";"";"1 – User-defined cells for reporting purposes – Description"
IDENT.Ident362;"1";"";"1 – User-defined cells for reporting purposes – Amount"
IDENT.Ident372;"2015-02-02";"";"1 – User-defined cells for reporting purposes – Date"
IDENT.Ident353;"a";"";"2 – User-defined cells for reporting purposes – Description"
IDENT.Ident363;"2";"";"2 – User-defined cells for reporting purposes – Amount"
IDENT.Ident373;"2015-02-02";"";"2 – User-defined cells for reporting purposes – Date"
IDENT.Ident354;"a";"";"3 – User-defined cells for reporting purposes – Description"
IDENT.Ident364;"5";"";"3 – User-defined cells for reporting purposes – Amount"
IDENT.Ident374;"2015-02-02";"";"3 – User-defined cells for reporting purposes – Date"
IDENT.Ident355;"a";"";"4 – User-defined cells for reporting purposes – Description"
IDENT.Ident365;"5";"";"4 – User-defined cells for reporting purposes – Amount"
IDENT.Ident375;"2015-02-02";"";"4 – User-defined cells for reporting purposes – Date"
IDENT.Ident356;"aa";"";"5 – User-defined cells for reporting purposes – Description"
IDENT.Ident366;"4";"";"5 – User-defined cells for reporting purposes – Amount"
IDENT.Ident376;"2015-02-02";"";"5 – User-defined cells for reporting purposes – Date"
IDENT.Ident357;"aa";"";"6 – User-defined cells for reporting purposes – Description"
IDENT.Ident367;"6";"";"6 – User-defined cells for reporting purposes – Amount"
IDENT.Ident377;"2015-02-02";"";"6 – User-defined cells for reporting purposes – Date"
IDENT.Ident358;"aa";"";"7 – User-defined cells for reporting purposes – Description"
IDENT.Ident368;"4";"";"7 – User-defined cells for reporting purposes – Amount"
IDENT.Ident378;"2015-02-02";"";"7 – User-defined cells for reporting purposes – Date"
IDENT.Ident359;"aa";"";"8 – User-defined cells for reporting purposes – Description"
IDENT.Ident369;"4";"";"8 – User-defined cells for reporting purposes – Amount"
IDENT.Ident379;"2015-02-02";"";"8 – User-defined cells for reporting purposes – Date"
IDENT.Ident360;"aa";"";"9 – User-defined cells for reporting purposes – Description"
IDENT.Ident370;"94";"";"9 – User-defined cells for reporting purposes – Amount"
IDENT.Ident380;"2015-02-02";"";"9 – User-defined cells for reporting purposes – Date"
IDENT.Ident361;"aaaa";"";"10 – User-defined cells for reporting purposes – Description"
IDENT.Ident371;"8949494";"";"10 – User-defined cells for reporting purposes – Amount"
IDENT.Ident381;"2015-02-02";"";"10 – User-defined cells for reporting purposes – Date"
